# points.data 

5 7.414817810058594e-05
10 0.00020003318786621094
15 0.0006501674652099609
20 0.0014803409576416016
25 0.0030105113983154297
30 0.004958391189575195
35 0.007634401321411133
40 0.011280059814453125
45 0.01603531837463379
50 0.022242307662963867
55 0.02948474884033203
60 0.038378000259399414
65 0.04800987243652344
70 0.06064033508300781
75 0.07405805587768555
80 0.08989572525024414
85 0.10946846008300781
90 0.1286163330078125
95 0.15065765380859375
100 0.17535638809204102
105 0.202622652053833
110 0.23325014114379883
115 0.26819396018981934
120 0.30467653274536133
125 0.3407418727874756
130 0.3852987289428711
135 0.4342763423919678
140 0.4802398681640625
145 0.5346498489379883
150 0.5922768115997314
155 0.6537489891052246
160 0.7296342849731445
165 0.8022162914276123
170 0.8621110916137695
175 0.9543640613555908
180 1.030017614364624
185 1.1217007637023926
190 1.223747730255127
195 1.3256030082702637
200 1.4346461296081543
205 1.5474302768707275
210 1.662865161895752
215 1.8179607391357422
220 1.944932460784912
225 2.0917809009552
230 2.240475654602051
235 2.3986480236053467
240 2.5949013233184814
245 2.792618751525879
250 2.902907609939575
